employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk,salary_age_ratio,workload_index,loyalty_tier
987,39,27,7830,1,2,31,1,2,14.2,7.1,Operations,Senior,PhD,Male,Divorced,0,200.77,1.4,Veteran
988,46,5,11656,4,1,46,4,7,25.9,3.7,Audit,Mid,Masters,Non-binary,Single,1,253.39,2.8,Growing
989,54,25,2500,4,2,46,16,3,5.2,3.4,Operations,Mid,PhD,Non-binary,Married,0,46.3,10.4,Veteran
990,61,26,8430,3,22,63,16,6,0.6,6.2,Treasury,Junior,Masters,Female,Married,1,138.2,18.4,Veteran
991,33,22,2546,2,5,45,18,3,19.6,9.8,Finance,Mid,Other,Male,Married,0,77.15,12.8,Veteran
992,57,26,10279,2,3,34,8,4,1.6,5.1,Operations,Senior,Other,Non-binary,Married,0,180.33,6.0,Veteran
993,25,4,7716,4,16,16,10,3,29.4,9.4,Investment Banking,Lead,PhD,Male,Divorced,0,308.64,12.4,Growing
994,26,24,9258,4,4,41,16,3,18.3,9.2,Treasury,Junior,Masters,Female,Single,0,356.08,11.2,Veteran
995,58,2,5408,4,3,28,11,5,14.1,3.3,Risk,Senior,Other,Non-binary,Married,0,93.24,7.8,New
996,29,0,11838,5,1,69,6,1,12.9,4.6,Compliance,Senior,PhD,Non-binary,Married,1,408.21,4.0,New
997,49,3,11125,4,3,16,1,4,17.2,6.8,Finance,Junior,PhD,Male,Married,0,227.04,1.8,Growing
998,52,24,9750,3,3,13,12,3,2.7,5.7,Investment Banking,Mid,Masters,Non-binary,Divorced,0,187.5,8.4,Veteran
999,30,19,7611,3,9,23,6,0,27.9,1.9,Investment Banking,Junior,Other,Male,Married,0,253.7,7.2,Veteran
1000,50,1,9739,4,2,56,13,3,18.8,9.9,Finance,Senior,PhD,Non-binary,Married,0,194.78,8.6,New
1001,35,25,5879,3,6,49,17,3,5.5,7.8,Risk,Mid,Bachelors,Female,Single,0,167.97,12.6,Veteran
1002,61,29,10566,2,0,56,1,3,16.9,4.9,Finance,Lead,Bachelors,Female,Divorced,1,173.21,0.6,Veteran
1003,43,29,12948,4,1,60,8,1,4.0,6.6,Treasury,Junior,Other,Male,Single,0,301.12,5.2,Veteran
1004,32,4,11211,3,4,38,8,2,0.5,1.8,Finance,Senior,Other,Non-binary,Married,1,350.34,6.4,Growing
1005,44,2,5811,5,22,54,11,3,18.9,5.5,Finance,Mid,Bachelors,Non-binary,Divorced,0,132.07,15.4,New
1006,22,28,9084,4,3,35,14,2,19.5,9.4,Finance,Senior,PhD,Male,Married,0,412.91,9.6,Veteran
1007,58,27,4120,2,8,36,10,3,17.5,9.1,Treasury,Mid,Masters,Female,Married,0,71.03,9.2,Veteran
1008,42,28,9717,5,2,13,15,1,5.5,4.0,Audit,Mid,PhD,Female,Divorced,0,231.36,9.8,Veteran
1009,47,8,9351,3,1,26,7,6,18.1,5.8,Compliance,Junior,Other,Female,Single,0,198.96,4.6,Established
1010,57,19,2500,3,0,30,7,0,1.7,7.3,Operations,Lead,Other,Male,Divorced,0,43.86,4.2,Veteran
1011,44,5,4514,3,2,72,10,2,18.3,4.1,Audit,Mid,Masters,Female,Divorced,0,102.59,6.8,Growing
1012,22,17,7150,2,1,43,4,1,16.6,1.6,Finance,Senior,PhD,Male,Single,1,325.0,2.8,Veteran
1013,61,5,7097,3,1,67,18,1,19.7,5.5,Risk,Mid,Masters,Female,Divorced,0,116.34,11.2,Growing
1014,36,18,4371,2,11,47,10,4,26.9,6.4,Investment Banking,Lead,PhD,Female,Single,0,121.42,10.4,Veteran
1015,42,27,9166,3,0,56,19,2,25.5,1.1,Risk,Senior,PhD,Male,Single,1,218.24,11.4,Veteran
1016,30,11,8754,3,6,74,14,2,29.4,1.9,Treasury,Mid,Bachelors,Non-binary,Divorced,0,291.8,10.8,Veteran
1017,30,24,7417,4,3,21,13,2,29.3,2.9,Compliance,Mid,PhD,Non-binary,Divorced,1,247.23,9.0,Veteran
1018,31,10,5732,4,5,3,15,6,23.2,4.1,Finance,Junior,Other,Non-binary,Single,0,184.9,11.0,Established
1019,47,1,11146,3,6,71,16,1,28.7,5.9,Treasury,Lead,Other,Female,Single,0,237.15,12.0,New
1020,56,14,12966,3,3,45,2,6,26.0,3.6,Operations,Mid,Other,Female,Single,1,231.54,2.4,Veteran
1021,46,11,6549,3,2,58,4,3,21.8,3.5,Compliance,Lead,Bachelors,Non-binary,Single,1,142.37,3.2,Veteran
1022,47,11,6163,3,10,33,18,2,2.3,8.8,Compliance,Mid,Masters,Female,Single,0,131.13,14.8,Veteran
1023,32,8,9473,4,16,10,17,5,1.5,2.3,Treasury,Senior,Other,Female,Divorced,0,296.03,16.6,Established
1024,59,20,6925,4,1,30,10,6,25.1,5.5,Audit,Lead,Other,Non-binary,Married,0,117.37,6.4,Veteran
1025,23,23,7581,3,0,10,9,1,14.7,9.6,Investment Banking,Senior,Masters,Male,Divorced,0,329.61,5.4,Veteran
1026,28,1,10218,3,18,55,15,2,24.4,6.6,Risk,Lead,Bachelors,Non-binary,Married,0,364.93,16.2,New
1027,39,21,2500,2,3,37,12,7,9.4,7.5,Audit,Senior,PhD,Non-binary,Single,0,64.1,8.4,Veteran
1028,48,2,11954,4,6,20,9,8,11.9,4.9,Compliance,Mid,Masters,Male,Divorced,1,249.04,7.8,New
1029,55,11,8218,2,3,9,14,3,21.0,1.2,Risk,Senior,PhD,Female,Married,1,149.42,9.6,Veteran
1030,48,27,6765,5,1,25,13,4,27.5,6.8,Compliance,Senior,PhD,Non-binary,Single,0,140.94,8.2,Veteran
1031,38,29,7732,4,7,7,6,5,2.6,6.7,Investment Banking,Mid,PhD,Non-binary,Divorced,0,203.47,6.4,Veteran
1032,45,25,7887,3,5,7,19,2,25.8,2.0,Compliance,Lead,Masters,Female,Married,0,175.27,13.4,Veteran
1033,46,15,2806,4,1,59,4,0,23.8,5.2,Compliance,Senior,Masters,Female,Divorced,0,61.0,2.8,Veteran
1034,28,20,12484,5,4,71,17,4,9.5,9.2,Operations,Junior,PhD,Male,Married,0,445.86,11.8,Veteran
1035,27,27,8123,4,12,33,19,1,10.7,2.8,Risk,Junior,Bachelors,Female,Divorced,0,300.85,16.2,Veteran
1036,45,23,9329,3,7,15,3,4,1.4,5.1,Operations,Senior,Bachelors,Non-binary,Divorced,0,207.31,4.6,Veteran
1037,54,25,10854,3,0,12,14,5,0.5,5.1,Risk,Senior,Bachelors,Female,Married,0,201.0,8.4,Veteran
1038,50,29,4936,4,6,75,17,3,14.3,8.3,Investment Banking,Senior,Other,Female,Divorced,0,98.72,12.6,Veteran
1039,43,0,9420,4,9,21,13,2,2.9,8.4,Investment Banking,Lead,PhD,Male,Divorced,0,219.07,11.4,New
1040,47,20,7197,4,12,26,9,2,5.8,7.8,Operations,Mid,Other,Male,Single,0,153.13,10.2,Veteran
1041,49,2,10540,5,7,63,1,1,25.4,4.3,Operations,Junior,Bachelors,Non-binary,Married,0,215.1,3.4,New
1042,42,19,2500,5,1,1,17,6,17.1,1.6,Operations,Junior,Masters,Non-binary,Divorced,0,59.52,10.6,Veteran
1043,28,1,7702,5,9,25,16,4,19.0,4.1,Investment Banking,Lead,Bachelors,Female,Married,1,275.07,13.2,New
1044,38,8,6191,2,9,68,18,2,5.6,7.1,Investment Banking,Senior,Other,Non-binary,Divorced,0,162.92,14.4,Established
1045,41,18,9296,4,0,29,2,3,24.9,7.3,Treasury,Senior,Other,Non-binary,Married,0,226.73,1.2,Veteran
1046,41,14,9410,4,4,7,14,4,26.0,9.7,Operations,Mid,Bachelors,Female,Married,0,229.51,10.0,Veteran
1047,43,17,5877,4,3,37,17,5,15.7,5.1,Audit,Mid,PhD,Female,Single,0,136.67,11.4,Veteran
1048,49,25,5863,4,8,60,3,1,27.4,6.7,Audit,Junior,Masters,Female,Single,0,119.65,5.0,Veteran
1049,61,10,7668,3,1,64,2,0,25.3,5.9,Compliance,Mid,Masters,Male,Married,0,125.7,1.6,Established
1050,28,24,5310,4,7,66,8,5,21.9,2.4,Finance,Junior,Bachelors,Male,Divorced,0,189.64,7.6,Veteran
1051,22,22,10525,4,19,45,2,1,22.0,5.2,Operations,Lead,PhD,Female,Married,0,478.41,8.8,Veteran
1052,53,15,6892,2,12,71,2,4,3.2,5.9,Finance,Senior,PhD,Male,Divorced,0,130.04,6.0,Veteran
1053,34,21,2500,3,20,42,9,4,8.1,9.6,Finance,Senior,Bachelors,Male,Married,0,73.53,13.4,Veteran
1054,51,16,6875,3,30,58,6,5,2.0,4.3,Compliance,Junior,Masters,Male,Single,1,134.8,15.6,Veteran
1055,44,4,4884,3,0,45,12,2,0.3,9.8,Finance,Senior,Masters,Non-binary,Single,0,111.0,7.2,Growing
1056,40,11,3106,1,7,71,9,3,4.7,5.9,Investment Banking,Lead,Masters,Female,Divorced,1,77.65,8.2,Veteran
1057,53,10,4287,3,4,34,7,3,26.4,3.2,Finance,Mid,PhD,Female,Married,0,80.89,5.8,Established
1058,51,29,8328,4,15,38,12,4,7.2,2.7,Investment Banking,Lead,Bachelors,Non-binary,Divorced,0,163.29,13.2,Veteran
1059,50,14,11985,4,2,50,5,4,29.1,2.3,Investment Banking,Senior,PhD,Male,Single,0,239.7,3.8,Veteran
1060,50,26,8939,4,31,3,16,2,17.9,5.1,Audit,Lead,Masters,Female,Married,0,178.78,22.0,Veteran
1061,51,2,6180,4,7,79,5,1,7.1,1.2,Investment Banking,Senior,PhD,Male,Single,1,121.18,5.8,New
1062,37,0,9367,3,12,76,12,3,14.9,5.0,Finance,Junior,Masters,Non-binary,Single,0,253.16,12.0,New
1063,61,19,6622,2,0,50,9,6,6.6,9.9,Risk,Mid,Bachelors,Male,Married,0,108.56,5.4,Veteran
1064,40,28,5916,5,1,4,7,4,29.5,7.0,Operations,Mid,Masters,Non-binary,Divorced,0,147.9,4.6,Veteran
1065,39,15,4536,3,11,54,19,2,25.4,7.8,Operations,Senior,Other,Non-binary,Married,0,116.31,15.8,Veteran
1066,22,1,2744,5,0,19,11,5,0.8,2.1,Finance,Senior,Other,Male,Single,1,124.73,6.6,New
1067,35,1,6830,4,13,23,12,0,28.4,5.3,Compliance,Mid,Bachelors,Male,Single,0,195.14,12.4,New
1068,23,2,8474,4,0,35,3,3,21.6,3.6,Risk,Lead,PhD,Female,Single,0,368.43,1.8,New
1069,49,7,7710,5,8,33,17,5,2.5,9.0,Compliance,Lead,PhD,Non-binary,Single,0,157.35,13.4,Established
1070,51,23,6752,2,3,53,7,6,20.1,2.6,Compliance,Lead,PhD,Male,Divorced,1,132.39,5.4,Veteran
1071,59,27,5162,3,7,33,10,2,19.4,5.1,Finance,Mid,Masters,Male,Married,0,87.49,8.8,Veteran
1072,25,14,9824,4,9,16,15,4,6.6,6.3,Treasury,Junior,Other,Female,Married,0,392.96,12.6,Veteran
1073,22,6,4048,3,3,4,2,5,22.8,5.6,Finance,Senior,Bachelors,Female,Divorced,0,184.0,2.4,Established
1074,29,5,10328,5,0,17,13,1,2.6,8.5,Audit,Senior,PhD,Female,Divorced,0,356.14,7.8,Growing
1075,50,8,4993,2,0,54,4,4,14.7,3.1,Treasury,Mid,PhD,Non-binary,Single,1,99.86,2.4,Established
1076,60,19,5742,4,7,52,18,4,0.3,4.4,Investment Banking,Junior,Bachelors,Female,Married,1,95.7,13.6,Veteran
1077,24,27,3599,4,5,49,1,7,29.1,8.1,Risk,Mid,Masters,Non-binary,Married,0,149.96,2.6,Veteran
1078,53,0,6495,4,10,71,2,3,22.5,5.8,Treasury,Lead,PhD,Female,Married,0,122.55,5.2,New
1079,31,7,10925,3,5,78,2,4,4.8,4.6,Finance,Lead,Masters,Non-binary,Divorced,1,352.42,3.2,Established
1080,31,22,9546,3,4,44,4,3,10.3,1.3,Finance,Senior,Masters,Female,Single,1,307.94,4.0,Veteran
1081,40,22,10935,4,4,12,3,3,4.8,7.8,Compliance,Senior,Masters,Non-binary,Single,0,273.38,3.4,Veteran
1082,55,2,9566,3,0,15,17,1,23.0,9.7,Finance,Senior,PhD,Female,Married,0,173.93,10.2,New
1083,54,3,4688,4,3,12,14,0,1.8,6.6,Investment Banking,Senior,PhD,Female,Single,0,86.81,9.6,Growing
1084,44,25,7007,4,29,19,2,10,25.2,8.7,Audit,Lead,Bachelors,Male,Divorced,0,159.25,12.8,Veteran
1085,49,24,5659,4,16,65,16,5,28.3,5.7,Finance,Lead,Bachelors,Non-binary,Divorced,0,115.49,16.0,Veteran
1086,53,14,11991,4,3,46,11,1,20.3,3.1,Operations,Junior,Masters,Male,Married,0,226.25,7.8,Veteran
1087,28,5,4409,3,7,18,13,3,6.4,1.1,Operations,Senior,PhD,Non-binary,Single,0,157.46,10.6,Growing
1088,50,14,10681,4,15,44,1,1,10.8,6.9,Compliance,Mid,Masters,Male,Divorced,0,213.62,6.6,Veteran
1089,29,20,10678,5,4,36,2,1,14.3,5.4,Treasury,Junior,Bachelors,Female,Divorced,0,368.21,2.8,Veteran
1090,22,2,13488,3,0,53,2,1,18.1,8.0,Treasury,Junior,Masters,Male,Divorced,0,613.09,1.2,New
1091,24,24,6770,5,0,5,5,2,20.1,7.3,Operations,Lead,Other,Female,Divorced,0,282.08,3.0,Veteran
1092,45,20,10136,3,5,13,4,0,16.6,9.9,Audit,Senior,Masters,Non-binary,Single,0,225.24,4.4,Veteran
1093,44,20,14844,2,27,3,12,3,10.5,5.6,Risk,Junior,PhD,Female,Divorced,1,337.36,18.0,Veteran
1094,29,13,6147,3,9,54,3,2,26.7,4.8,Investment Banking,Senior,Masters,Male,Divorced,0,211.97,5.4,Veteran
1095,58,19,3394,5,0,33,10,9,2.4,3.6,Investment Banking,Lead,Masters,Non-binary,Single,1,58.52,6.0,Veteran
1096,24,13,2500,3,1,26,18,2,14.0,5.3,Investment Banking,Junior,PhD,Male,Married,0,104.17,11.2,Veteran
1097,54,3,10138,5,11,6,10,5,23.3,8.9,Audit,Junior,Other,Female,Married,0,187.74,10.4,Growing
1098,49,11,2500,5,14,2,1,3,1.8,1.4,Operations,Mid,PhD,Female,Divorced,1,51.02,6.2,Veteran
1099,29,16,6883,3,7,46,6,2,21.2,9.8,Investment Banking,Lead,Bachelors,Male,Married,0,237.34,6.4,Veteran
1100,55,6,9311,2,8,1,11,3,24.6,9.9,Audit,Mid,Other,Non-binary,Single,0,169.29,9.8,Established
1101,56,8,8555,4,0,79,2,3,19.8,6.4,Risk,Lead,Other,Male,Divorced,0,152.77,1.2,Established
1102,53,2,9276,3,14,24,7,3,0.4,4.0,Treasury,Mid,PhD,Female,Single,0,175.02,9.8,New
1103,45,27,8666,4,12,59,18,2,5.4,3.0,Operations,Lead,Masters,Non-binary,Married,0,192.58,15.6,Veteran
1104,35,12,11836,3,2,78,19,5,10.3,3.5,Finance,Lead,Bachelors,Male,Married,0,338.17,12.2,Veteran
1105,53,14,5143,3,9,23,4,3,7.0,1.5,Investment Banking,Junior,Bachelors,Female,Divorced,0,97.04,6.0,Veteran
1106,37,17,5969,4,1,14,13,2,28.9,5.3,Risk,Mid,Other,Non-binary,Married,0,161.32,8.2,Veteran
1107,25,18,5682,3,0,13,18,3,19.5,1.5,Risk,Mid,Bachelors,Male,Divorced,0,227.28,10.8,Veteran
1108,58,0,10490,3,1,53,13,4,8.9,7.5,Risk,Mid,Other,Non-binary,Divorced,0,180.86,8.2,New
1109,42,5,10701,3,1,77,19,4,27.9,4.3,Treasury,Junior,Other,Female,Single,1,254.79,11.8,Growing
1110,35,26,9353,3,3,5,17,2,22.2,2.8,Audit,Senior,Bachelors,Male,Married,1,267.23,11.4,Veteran
1111,52,26,11550,4,4,77,1,4,8.5,5.9,Compliance,Lead,Other,Male,Married,0,222.12,2.2,Veteran
1112,39,22,4465,4,5,17,6,5,11.4,9.8,Investment Banking,Mid,Masters,Female,Divorced,0,114.49,5.6,Veteran
1113,28,26,13001,3,5,19,19,3,6.0,7.3,Finance,Lead,Other,Female,Divorced,0,464.32,13.4,Veteran
1114,31,26,12569,4,2,61,1,2,29.1,5.4,Investment Banking,Junior,Masters,Female,Divorced,0,405.45,1.4,Veteran
1115,28,1,10206,4,0,79,8,2,15.5,8.0,Operations,Lead,Masters,Male,Divorced,0,364.5,4.8,New
1116,54,23,13345,3,7,39,17,2,26.9,7.6,Audit,Junior,Masters,Female,Single,0,247.13,13.0,Veteran
1117,44,13,3030,3,4,38,15,2,10.4,9.0,Risk,Senior,Bachelors,Male,Married,0,68.86,10.6,Veteran
1118,42,5,6426,5,2,51,18,4,25.8,2.8,Investment Banking,Mid,Masters,Male,Single,0,153.0,11.6,Growing
1119,40,13,5794,4,16,31,7,2,1.6,8.7,Treasury,Junior,Bachelors,Non-binary,Married,0,144.85,10.6,Veteran
1120,40,3,10164,4,10,72,16,3,29.5,3.7,Risk,Lead,PhD,Female,Single,0,254.1,13.6,Growing
1121,57,20,4849,4,15,26,7,2,27.4,9.5,Audit,Junior,Masters,Female,Divorced,0,85.07,10.2,Veteran
1122,50,7,10272,1,5,51,17,4,10.9,3.5,Operations,Junior,Other,Non-binary,Single,1,205.44,12.2,Established
1123,39,29,12111,4,1,62,4,6,23.2,9.3,Finance,Senior,PhD,Male,Single,0,310.54,2.8,Veteran
1124,23,2,10085,4,9,73,12,5,22.6,9.7,Risk,Mid,PhD,Male,Divorced,0,438.48,10.8,New
1125,22,18,8851,4,1,62,13,4,27.0,2.3,Investment Banking,Junior,Masters,Male,Divorced,0,402.32,8.2,Veteran
1126,26,29,5036,3,4,16,4,3,9.2,9.8,Investment Banking,Junior,Bachelors,Female,Married,0,193.69,4.0,Veteran
1127,41,13,5459,2,0,48,1,5,14.0,1.8,Treasury,Lead,PhD,Male,Married,1,133.15,0.6,Veteran
1128,32,26,11748,3,13,22,1,0,25.9,3.0,Treasury,Junior,Masters,Non-binary,Single,1,367.12,5.8,Veteran
1129,23,19,10338,5,1,71,7,4,23.4,5.0,Compliance,Junior,PhD,Male,Single,0,449.48,4.6,Veteran
1130,24,16,7882,3,18,12,9,2,11.8,9.9,Treasury,Mid,PhD,Female,Single,0,328.42,12.6,Veteran
1131,44,24,6746,3,15,22,1,3,25.4,5.4,Compliance,Mid,Masters,Female,Divorced,0,153.32,6.6,Veteran
1132,33,7,2500,2,4,56,16,4,1.4,6.0,Finance,Lead,Other,Male,Married,1,75.76,11.2,Established
1133,41,23,4787,1,10,61,18,6,23.5,7.2,Operations,Junior,Other,Male,Single,0,116.76,14.8,Veteran
1134,26,13,13734,4,7,53,15,4,6.2,9.7,Compliance,Junior,Other,Female,Married,0,528.23,11.8,Veteran
1135,58,25,4158,4,12,19,6,2,8.6,8.1,Risk,Junior,PhD,Male,Married,0,71.69,8.4,Veteran
1136,59,5,8568,4,4,51,2,3,14.8,3.0,Audit,Senior,Bachelors,Non-binary,Divorced,0,145.22,2.8,Growing
1137,51,22,11022,3,12,22,9,1,13.5,3.7,Investment Banking,Senior,Bachelors,Female,Divorced,0,216.12,10.2,Veteran
1138,30,21,4235,4,4,34,4,5,15.6,1.9,Risk,Lead,PhD,Male,Single,1,141.17,4.0,Veteran
1139,55,15,8554,3,22,66,13,4,16.3,6.8,Investment Banking,Senior,PhD,Male,Single,0,155.53,16.6,Veteran
1140,56,24,10813,3,5,33,11,2,9.9,2.6,Operations,Lead,Masters,Male,Single,0,193.09,8.6,Veteran
1141,43,18,8037,3,4,32,13,4,5.3,3.3,Treasury,Junior,Bachelors,Non-binary,Single,0,186.91,9.4,Veteran
1142,45,13,16605,3,12,45,11,2,23.1,9.0,Audit,Senior,PhD,Female,Single,0,369.0,11.4,Veteran
1143,38,18,2994,3,13,44,19,3,12.0,3.9,Risk,Mid,Other,Non-binary,Married,0,78.79,16.6,Veteran
1144,31,2,11176,4,6,18,8,2,15.2,6.1,Audit,Senior,Bachelors,Male,Married,0,360.52,7.2,New
1145,51,9,7481,4,1,14,7,0,19.3,4.6,Compliance,Junior,PhD,Non-binary,Divorced,0,146.69,4.6,Established
1146,44,18,10315,4,5,77,16,1,27.3,1.7,Operations,Mid,Masters,Male,Divorced,0,234.43,11.6,Veteran
1147,53,8,9323,3,27,65,3,3,21.2,4.3,Risk,Lead,Masters,Male,Married,1,175.91,12.6,Established
1148,38,27,5800,2,11,38,17,3,1.4,4.7,Treasury,Junior,Bachelors,Female,Divorced,1,152.63,14.6,Veteran
1149,38,19,8686,3,13,17,18,7,25.2,9.1,Audit,Mid,Other,Female,Divorced,0,228.58,16.0,Veteran
1150,35,12,2500,5,0,69,15,3,29.7,3.9,Treasury,Senior,Bachelors,Male,Single,0,71.43,9.0,Veteran
1151,30,6,9809,4,5,58,17,2,14.2,4.4,Audit,Lead,PhD,Male,Divorced,1,326.97,12.2,Established
1152,61,13,8894,4,8,31,11,3,29.1,8.0,Risk,Senior,Other,Male,Divorced,0,145.8,9.8,Veteran
1153,23,8,9915,1,14,20,5,5,16.4,7.8,Operations,Mid,PhD,Female,Divorced,0,431.09,8.6,Established
1154,46,26,11174,4,0,39,16,4,13.8,8.2,Finance,Mid,Other,Female,Married,0,242.91,9.6,Veteran
1155,60,27,9102,1,15,26,15,4,9.9,9.6,Risk,Junior,Other,Male,Married,0,151.7,15.0,Veteran
1156,30,22,8444,4,6,1,10,0,19.7,8.2,Treasury,Lead,PhD,Female,Single,0,281.47,8.4,Veteran
1157,43,24,5356,5,1,79,14,4,6.9,4.7,Finance,Lead,Bachelors,Male,Divorced,0,124.56,8.8,Veteran
1158,25,27,5863,5,3,38,2,9,3.1,8.4,Operations,Mid,Masters,Non-binary,Married,0,234.52,2.4,Veteran
1159,47,18,11560,4,2,55,16,1,0.8,5.6,Treasury,Junior,Other,Female,Single,0,245.96,10.4,Veteran
1160,50,14,12309,3,6,12,19,2,8.8,3.5,Operations,Mid,Other,Male,Divorced,0,246.18,13.8,Veteran
1161,55,19,7285,5,0,55,8,2,11.9,3.7,Audit,Mid,Masters,Non-binary,Single,0,132.45,4.8,Veteran
1162,44,13,8138,4,1,65,15,3,16.6,3.0,Risk,Lead,Bachelors,Male,Single,0,184.95,9.4,Veteran
1163,58,23,5286,2,13,77,10,4,8.8,2.3,Operations,Senior,Masters,Non-binary,Divorced,1,91.14,11.2,Veteran
1164,32,5,11518,3,1,55,5,6,29.5,2.7,Treasury,Senior,Bachelors,Female,Married,0,359.94,3.4,Growing
1165,27,20,9996,3,2,27,16,8,8.8,1.6,Risk,Lead,Other,Female,Divorced,1,370.22,10.4,Veteran
1166,39,28,13823,3,4,63,12,2,13.2,9.0,Investment Banking,Junior,Other,Male,Divorced,0,354.44,8.8,Veteran
1167,42,3,5365,3,5,70,13,6,3.1,9.4,Treasury,Lead,PhD,Female,Divorced,0,127.74,9.8,Growing
1168,57,7,6865,4,11,63,9,4,7.8,6.3,Treasury,Junior,Bachelors,Female,Married,0,120.44,9.8,Established
1169,59,16,8694,3,4,55,17,8,1.4,8.6,Investment Banking,Lead,Masters,Non-binary,Divorced,0,147.36,11.8,Veteran
1170,55,29,9939,3,12,40,12,0,16.8,2.7,Investment Banking,Junior,Bachelors,Female,Married,1,180.71,12.0,Veteran
1171,38,8,7352,4,7,40,5,1,22.5,9.1,Finance,Mid,Bachelors,Non-binary,Single,0,193.47,5.8,Established
1172,58,0,5381,4,0,3,12,6,5.9,5.6,Compliance,Mid,Bachelors,Non-binary,Married,0,92.78,7.2,New
1173,46,23,10644,4,1,56,1,2,11.0,1.6,Operations,Junior,Bachelors,Non-binary,Single,0,231.39,1.0,Veteran
1174,59,19,10163,3,4,29,16,3,0.5,2.3,Operations,Lead,Masters,Female,Single,0,172.25,11.2,Veteran
1175,33,24,5251,5,4,45,12,1,25.2,3.8,Finance,Mid,PhD,Male,Divorced,1,159.12,8.8,Veteran
1176,44,13,12066,5,10,55,9,3,23.4,1.4,Audit,Lead,Other,Male,Married,0,274.23,9.4,Veteran
1177,43,10,11510,3,6,30,13,1,1.9,3.8,Operations,Senior,Masters,Female,Single,1,267.67,10.2,Established
1178,42,20,8402,1,3,6,17,2,10.9,1.5,Investment Banking,Mid,Masters,Non-binary,Single,1,200.05,11.4,Veteran
1179,48,2,8238,4,1,76,17,4,28.7,3.1,Finance,Lead,Other,Female,Married,0,171.62,10.6,New
1180,52,8,9662,4,2,53,4,6,11.8,3.4,Operations,Lead,PhD,Male,Married,1,185.81,3.2,Established
1181,27,26,5414,5,6,7,14,2,15.8,9.9,Operations,Senior,Masters,Non-binary,Single,0,200.52,10.8,Veteran
1182,48,13,8090,5,4,54,19,2,10.7,3.1,Treasury,Lead,Other,Female,Single,0,168.54,13.0,Veteran
1183,61,29,2500,4,5,68,7,2,17.9,3.2,Finance,Junior,PhD,Non-binary,Married,0,40.98,6.2,Veteran
1184,55,8,10629,4,1,43,3,4,29.3,7.2,Investment Banking,Mid,PhD,Non-binary,Married,0,193.25,2.2,Established
1185,33,3,3315,1,8,12,1,3,29.9,8.7,Audit,Junior,Bachelors,Male,Single,0,100.45,3.8,Growing
1186,28,26,12510,3,15,19,12,6,23.2,4.5,Operations,Senior,Masters,Non-binary,Divorced,0,446.79,13.2,Veteran
1187,31,3,7009,3,2,77,15,3,12.1,8.9,Audit,Junior,PhD,Female,Married,0,226.1,9.8,Growing
1188,38,27,7364,4,5,31,11,2,14.8,4.1,Compliance,Lead,Masters,Non-binary,Single,0,193.79,8.6,Veteran
1189,47,7,6116,4,29,59,10,2,10.7,2.8,Finance,Senior,Other,Non-binary,Single,1,130.13,17.6,Established
1190,42,1,7135,4,3,49,2,5,29.6,4.0,Finance,Senior,Masters,Female,Divorced,0,169.88,2.4,New
1191,49,8,12255,3,7,26,4,3,21.2,6.5,Finance,Junior,PhD,Male,Married,0,250.1,5.2,Established
1192,23,28,2500,4,0,24,17,7,13.5,4.3,Investment Banking,Senior,Other,Male,Single,0,108.7,10.2,Veteran
1193,22,13,11830,2,7,51,17,2,0.4,7.1,Investment Banking,Junior,Other,Female,Divorced,0,537.73,13.0,Veteran
1194,57,21,9014,3,0,67,8,4,15.6,3.1,Treasury,Junior,Bachelors,Non-binary,Married,1,158.14,4.8,Veteran
1195,47,8,4378,4,25,20,14,2,29.5,7.3,Finance,Junior,Other,Female,Divorced,0,93.15,18.4,Established
1196,50,23,4774,4,10,17,4,2,15.7,4.1,Treasury,Senior,PhD,Female,Single,0,95.48,6.4,Veteran
1197,42,22,13029,5,12,38,6,2,5.5,5.1,Investment Banking,Senior,Bachelors,Female,Divorced,0,310.21,8.4,Veteran
1198,32,15,5163,3,9,14,19,4,0.7,6.0,Compliance,Mid,PhD,Male,Single,0,161.34,15.0,Veteran
1199,61,28,4539,3,7,52,4,3,10.6,7.2,Risk,Junior,PhD,Non-binary,Single,0,74.41,5.2,Veteran
1200,32,29,11411,3,4,37,3,6,27.5,3.1,Treasury,Junior,Bachelors,Female,Divorced,0,356.59,3.4,Veteran
1201,57,16,9015,3,15,47,6,4,29.9,8.5,Operations,Junior,Bachelors,Male,Divorced,0,158.16,9.6,Veteran
1202,60,15,5186,5,25,51,7,2,28.4,7.5,Finance,Junior,Masters,Male,Single,0,86.43,14.2,Veteran
1203,61,29,8649,4,5,71,14,2,21.9,3.1,Risk,Junior,PhD,Non-binary,Divorced,0,141.79,10.4,Veteran
1204,56,11,4922,5,21,27,12,4,16.7,9.8,Treasury,Junior,Masters,Female,Married,0,87.89,15.6,Veteran
1205,55,2,11302,3,7,15,16,5,17.7,7.0,Audit,Junior,Other,Non-binary,Married,0,205.49,12.4,New
1206,45,10,11184,5,6,15,8,1,16.2,5.1,Investment Banking,Mid,Other,Female,Divorced,0,248.53,7.2,Established
1207,43,13,9596,2,4,34,2,1,21.2,2.4,Audit,Mid,Masters,Male,Divorced,1,223.16,2.8,Veteran
