employee_id,age,years_at_company,monthly_salary,performance_score,overtime_hours,training_hours,projects_completed,absenteeism_days,bonus_pct,engagement_score,department,job_level,education,gender,marital_status,attrition_risk
559,49,21,8515,4,2,20,7,3,23.5,3.3,Audit,Mid,Other,Female,Divorced,0
560,29,9,9659,3,17,34,7,2,2.4,4.5,Audit,Senior,Bachelors,Male,Single,1
561,60,25,4473,3,17,28,1,2,4.2,5.5,Compliance,Mid,Bachelors,Female,Married,0
562,22,25,5314,3,1,6,8,5,17.2,9.0,Risk,Mid,Bachelors,Male,Divorced,0
563,24,21,9791,4,7,52,5,1,18.1,8.8,Investment Banking,Senior,Other,Non-binary,Divorced,0
564,34,11,5154,5,0,36,19,1,20.6,6.2,Investment Banking,Mid,Bachelors,Male,Divorced,0
565,49,16,9389,5,3,22,8,3,11.8,3.0,Risk,Junior,Masters,Female,Married,1
566,46,13,3898,3,9,7,17,4,23.2,4.6,Compliance,Mid,Bachelors,Female,Divorced,0
567,54,13,10544,5,8,75,19,1,29.2,9.8,Finance,Lead,Other,Female,Divorced,0
568,59,24,4302,4,7,47,12,7,8.1,6.5,Treasury,Senior,Other,Non-binary,Single,0
569,27,1,9656,3,2,9,15,1,21.1,8.0,Treasury,Lead,Bachelors,Male,Single,0
570,53,20,9876,2,3,78,4,2,27.9,5.0,Compliance,Junior,Other,Non-binary,Divorced,0
571,42,24,5909,3,0,23,12,2,20.6,5.8,Investment Banking,Junior,Other,Male,Married,0
572,37,19,9746,5,10,46,13,5,20.4,4.9,Treasury,Mid,Bachelors,Non-binary,Married,0
573,42,10,8781,4,5,52,14,3,6.7,7.3,Operations,Lead,Other,Non-binary,Married,0
574,32,15,6383,4,9,38,5,2,16.1,8.7,Risk,Mid,Other,Female,Married,0
575,58,18,4974,3,2,66,16,4,16.9,5.6,Treasury,Mid,Bachelors,Non-binary,Single,0
576,57,22,2500,4,3,65,7,2,21.0,5.3,Audit,Lead,Masters,Non-binary,Married,0
577,56,5,9048,1,3,5,15,2,29.9,4.1,Audit,Junior,Masters,Male,Married,1
578,40,23,3305,3,0,20,13,5,1.0,2.6,Investment Banking,Junior,Other,Non-binary,Divorced,0
579,41,18,8286,4,3,72,16,2,2.0,9.5,Investment Banking,Junior,PhD,Female,Married,0
580,39,4,7209,2,13,73,12,4,2.3,3.8,Operations,Senior,PhD,Non-binary,Married,1
581,35,25,10037,4,18,35,7,0,22.3,8.2,Risk,Senior,Bachelors,Male,Married,0
582,36,3,7093,3,5,2,16,8,4.1,7.4,Operations,Mid,Bachelors,Male,Married,0
583,52,14,7011,4,4,77,13,1,18.7,8.1,Risk,Senior,Masters,Non-binary,Single,0
584,22,28,10195,3,0,41,3,5,9.7,9.4,Risk,Senior,PhD,Non-binary,Divorced,0
585,24,3,9005,4,16,44,15,2,13.7,6.6,Investment Banking,Lead,Bachelors,Male,Single,0
586,37,19,8948,2,0,43,3,5,6.5,9.1,Treasury,Mid,PhD,Female,Divorced,0
587,44,9,9407,1,23,32,7,1,26.0,2.5,Audit,Mid,PhD,Non-binary,Divorced,1
588,32,23,3393,5,5,59,18,4,17.6,6.6,Compliance,Lead,Other,Female,Divorced,0
589,33,21,10270,3,3,69,14,3,28.3,8.0,Treasury,Junior,Other,Female,Divorced,0
590,31,2,9837,4,20,76,18,3,17.2,3.4,Investment Banking,Lead,PhD,Non-binary,Single,0
591,53,25,4949,5,0,25,19,2,3.7,7.7,Finance,Junior,Masters,Female,Divorced,0
592,37,4,7267,3,6,20,14,2,5.1,8.0,Operations,Mid,Bachelors,Male,Married,0
593,29,5,7882,3,6,1,6,2,29.7,8.5,Investment Banking,Mid,Bachelors,Female,Married,0
594,59,20,7596,4,1,46,8,5,21.8,3.8,Finance,Senior,Masters,Male,Divorced,0
595,33,21,9001,5,4,29,7,4,1.5,7.1,Risk,Senior,Other,Non-binary,Married,0
596,45,7,12294,5,8,26,18,2,21.1,3.7,Investment Banking,Lead,Other,Female,Married,1
597,49,6,11245,4,10,70,18,4,12.4,7.7,Treasury,Senior,Masters,Male,Divorced,0
598,29,20,4063,4,0,19,15,6,9.2,5.2,Finance,Mid,Masters,Male,Divorced,0
599,49,9,9866,2,22,49,19,6,4.6,6.4,Finance,Mid,Other,Non-binary,Divorced,1
600,57,5,11986,5,1,22,2,2,25.2,4.7,Audit,Junior,PhD,Female,Single,0
601,47,13,9160,5,2,12,8,1,1.9,2.5,Investment Banking,Senior,Other,Male,Divorced,1
602,29,3,11272,3,2,3,11,2,8.7,2.6,Finance,Junior,PhD,Male,Divorced,0
603,49,27,14036,3,0,13,18,2,9.2,1.7,Audit,Mid,Bachelors,Non-binary,Single,0
604,49,24,11071,2,1,19,13,4,4.8,6.6,Audit,Senior,Bachelors,Female,Married,1
605,58,12,8747,3,34,12,9,2,15.2,8.6,Risk,Junior,PhD,Female,Single,0
606,57,19,11135,4,3,2,9,3,0.4,1.2,Audit,Mid,PhD,Male,Married,0
607,48,16,8434,3,0,77,17,3,9.0,1.6,Risk,Junior,Other,Female,Single,0
608,38,22,8071,2,0,46,7,4,28.0,5.1,Audit,Senior,Masters,Female,Divorced,0
609,30,6,6945,3,10,2,9,2,9.3,7.6,Audit,Junior,PhD,Female,Single,0
610,54,3,12690,5,15,0,1,2,10.8,2.4,Investment Banking,Junior,Bachelors,Female,Divorced,0
611,41,28,5544,4,2,23,2,2,14.2,3.4,Investment Banking,Mid,Other,Female,Married,0
612,34,13,12597,3,0,34,4,1,16.9,3.1,Risk,Senior,Bachelors,Female,Divorced,0
613,49,2,9499,3,2,13,14,4,24.3,4.6,Finance,Lead,Other,Female,Single,0
614,50,23,3802,5,0,66,4,1,5.7,3.0,Operations,Lead,Masters,Male,Single,0
615,34,4,9102,4,0,12,2,4,26.2,4.2,Treasury,Junior,Masters,Male,Married,0
616,56,15,2500,3,4,46,8,7,22.7,7.6,Treasury,Mid,Bachelors,Female,Divorced,0
617,27,25,9876,2,2,49,18,4,21.7,6.5,Risk,Senior,PhD,Female,Married,0
618,39,22,10655,2,5,77,19,2,2.6,1.7,Finance,Mid,PhD,Non-binary,Divorced,1
619,26,19,6222,2,2,25,14,2,0.6,6.7,Investment Banking,Senior,Bachelors,Male,Divorced,1
620,46,3,8370,4,22,2,10,6,17.8,5.3,Investment Banking,Mid,PhD,Non-binary,Married,0
621,23,23,13862,5,18,50,17,1,25.9,9.4,Operations,Lead,PhD,Male,Married,0
622,31,29,6482,3,6,39,8,2,17.5,3.6,Compliance,Lead,Bachelors,Non-binary,Divorced,0
623,51,23,4823,4,3,67,14,3,6.4,7.5,Investment Banking,Lead,Bachelors,Non-binary,Married,0
624,26,1,12444,3,3,35,8,2,2.7,7.6,Risk,Mid,Masters,Non-binary,Divorced,0
625,54,29,13887,4,4,50,5,6,21.0,3.0,Compliance,Mid,Bachelors,Male,Married,0
626,22,17,8011,4,10,0,16,3,21.7,9.1,Treasury,Junior,Masters,Male,Married,0
627,39,18,11034,3,4,32,8,3,5.2,5.4,Treasury,Lead,Masters,Female,Married,0
628,53,27,12024,3,15,6,10,4,0.8,7.1,Investment Banking,Junior,Other,Male,Single,0
629,32,27,5772,4,23,51,8,0,12.2,2.3,Operations,Mid,PhD,Male,Married,1
630,42,18,6544,2,3,10,9,3,17.5,3.3,Operations,Senior,Bachelors,Male,Single,1
631,47,16,11692,3,6,26,18,4,21.2,6.3,Compliance,Lead,PhD,Male,Divorced,0
632,46,13,13055,4,0,13,3,8,24.3,3.9,Investment Banking,Lead,Other,Female,Divorced,1
633,43,18,9688,5,1,79,17,3,18.3,5.5,Treasury,Lead,Bachelors,Female,Married,0
634,48,21,5360,3,4,45,15,1,3.3,4.4,Operations,Lead,Bachelors,Male,Single,1
635,34,23,13961,4,1,75,17,4,20.5,6.8,Operations,Lead,Other,Non-binary,Divorced,0
636,54,12,6407,3,16,9,8,1,29.5,5.4,Treasury,Mid,PhD,Non-binary,Single,0
637,55,11,6994,4,1,23,2,3,27.2,1.0,Investment Banking,Lead,Masters,Male,Single,0
638,56,29,9027,4,4,60,17,1,26.2,6.8,Treasury,Lead,Other,Female,Divorced,0
639,22,25,12662,5,7,17,18,6,9.1,4.8,Finance,Junior,Other,Non-binary,Single,0
640,42,5,10561,3,9,8,5,3,22.5,4.1,Audit,Senior,Bachelors,Female,Single,0
641,27,20,9244,4,3,16,9,3,25.5,1.8,Operations,Lead,Masters,Female,Divorced,0
642,49,3,9389,4,16,57,9,5,20.3,3.0,Compliance,Junior,Other,Non-binary,Married,1
643,38,18,8130,3,6,12,2,6,7.5,3.0,Investment Banking,Mid,PhD,Male,Married,1
644,26,15,9674,2,4,49,2,1,28.6,9.4,Risk,Junior,Other,Female,Single,0
645,52,12,2500,2,0,5,19,3,13.5,4.9,Risk,Lead,PhD,Non-binary,Married,1
646,26,3,7110,1,4,50,3,2,3.9,1.4,Treasury,Junior,Bachelors,Female,Divorced,1
647,59,29,8723,5,13,35,17,3,3.3,2.2,Audit,Junior,Other,Non-binary,Divorced,1
648,24,22,4546,3,7,70,14,3,19.4,1.7,Investment Banking,Mid,PhD,Male,Divorced,1
649,44,16,9158,3,14,24,14,3,13.1,6.3,Investment Banking,Junior,Bachelors,Male,Single,0
650,58,22,7386,4,5,10,14,1,2.8,2.7,Compliance,Mid,Bachelors,Male,Divorced,1
651,58,0,13266,3,1,43,6,1,22.2,5.5,Finance,Mid,Bachelors,Female,Single,0
652,31,17,12719,4,0,13,3,1,24.0,4.3,Operations,Junior,Other,Male,Single,1
653,31,19,6602,3,2,28,1,4,21.8,8.2,Finance,Lead,Bachelors,Male,Divorced,0
654,40,16,7547,5,9,73,16,1,6.1,3.9,Investment Banking,Senior,Bachelors,Male,Divorced,1
655,38,26,7778,5,12,49,4,2,20.7,5.1,Compliance,Junior,PhD,Male,Single,0
656,42,27,6645,5,2,4,1,1,0.3,7.5,Finance,Junior,Bachelors,Non-binary,Divorced,0
657,35,26,8585,3,5,71,17,3,9.2,4.9,Treasury,Junior,Other,Non-binary,Married,0
658,30,14,5725,4,4,68,18,1,12.0,8.1,Risk,Senior,Masters,Female,Single,0
659,22,10,4608,2,4,56,8,2,25.1,7.0,Treasury,Senior,Bachelors,Non-binary,Single,0
660,34,24,9868,1,2,25,2,2,11.7,4.7,Operations,Mid,Other,Non-binary,Divorced,1
661,25,27,9888,1,1,5,18,4,0.3,5.5,Treasury,Senior,Bachelors,Non-binary,Divorced,0
662,22,21,5587,4,1,15,16,3,10.6,9.7,Compliance,Senior,Other,Non-binary,Single,0
663,61,12,10686,3,0,59,10,1,15.0,7.0,Investment Banking,Junior,Bachelors,Non-binary,Single,0
664,53,0,6105,4,1,11,8,4,28.5,9.1,Compliance,Mid,PhD,Male,Single,0
665,55,16,8759,1,0,74,12,2,28.2,2.6,Operations,Lead,Masters,Female,Divorced,1
666,49,5,10461,3,7,2,16,3,5.4,5.3,Operations,Mid,Masters,Non-binary,Single,0
667,52,3,7899,4,3,62,12,4,5.6,9.2,Risk,Senior,Other,Non-binary,Married,0
668,29,19,9364,3,28,63,11,2,4.9,3.9,Finance,Senior,Other,Female,Married,1
669,60,15,6450,4,1,61,19,3,23.7,9.7,Risk,Junior,Masters,Non-binary,Divorced,0
670,47,14,7410,3,3,5,1,4,0.2,1.9,Treasury,Lead,PhD,Non-binary,Single,1
671,55,26,7382,4,3,18,3,2,3.8,9.1,Finance,Lead,PhD,Female,Single,0
672,24,14,5760,4,0,17,12,2,16.1,5.0,Operations,Lead,Bachelors,Male,Married,0
673,33,5,7469,3,14,79,9,3,7.4,1.7,Compliance,Senior,PhD,Male,Single,0
674,22,14,3354,3,0,42,5,8,2.8,8.9,Treasury,Senior,Masters,Female,Divorced,1
675,26,13,6526,4,22,72,1,5,10.8,3.3,Risk,Mid,Masters,Male,Divorced,1
676,51,27,7145,4,17,2,10,2,8.2,1.2,Investment Banking,Senior,PhD,Male,Divorced,0
677,51,10,7231,3,6,71,17,3,15.3,2.2,Audit,Lead,PhD,Male,Single,0
678,38,6,7275,3,6,37,4,2,29.4,6.9,Audit,Lead,Masters,Male,Single,0
679,44,8,7814,5,8,67,15,0,3.7,9.8,Operations,Lead,Masters,Non-binary,Married,0
680,36,25,9438,4,3,75,19,3,11.2,2.0,Investment Banking,Junior,Masters,Female,Married,1
681,58,15,10623,3,8,43,8,2,28.0,5.2,Finance,Mid,Masters,Male,Divorced,0
682,42,4,6050,3,0,79,15,4,26.3,2.6,Audit,Mid,Masters,Male,Single,0
683,35,24,4390,3,0,62,7,1,11.8,7.7,Finance,Senior,PhD,Female,Single,0
684,23,19,4873,4,4,41,15,3,21.0,2.1,Compliance,Junior,PhD,Non-binary,Divorced,0
685,32,28,6538,3,6,63,8,3,2.6,3.2,Operations,Mid,Bachelors,Male,Divorced,1
686,60,9,6944,5,17,53,10,2,21.4,2.8,Operations,Junior,Bachelors,Male,Married,1
687,59,17,5690,3,0,77,18,2,29.2,6.0,Treasury,Junior,Other,Non-binary,Married,0
688,55,2,4111,3,13,76,4,4,16.1,8.9,Treasury,Senior,Bachelors,Female,Divorced,0
689,59,12,6631,4,1,70,15,3,15.0,5.6,Investment Banking,Junior,PhD,Male,Single,0
690,55,10,8544,5,4,75,11,4,5.6,1.5,Finance,Mid,Bachelors,Male,Married,0
691,39,16,9785,4,3,36,3,2,19.0,6.1,Audit,Senior,Bachelors,Female,Divorced,0
692,51,29,6327,3,4,3,15,2,17.7,8.2,Audit,Mid,PhD,Non-binary,Single,0
693,36,29,6761,4,1,1,3,2,19.6,2.2,Risk,Junior,Masters,Female,Divorced,0
694,48,21,5219,4,5,43,15,6,0.8,1.7,Finance,Junior,PhD,Male,Single,1
695,55,12,7905,3,12,66,6,0,16.5,2.7,Audit,Lead,PhD,Non-binary,Married,0
696,59,5,5454,3,4,67,1,2,17.8,7.7,Treasury,Senior,Other,Non-binary,Single,0
697,54,16,9719,3,5,75,14,4,6.2,6.3,Treasury,Senior,Other,Non-binary,Single,0
698,45,26,2642,3,15,73,16,1,6.2,5.9,Treasury,Lead,Other,Female,Divorced,0
699,36,12,6921,5,9,61,1,3,8.3,3.2,Finance,Mid,Masters,Female,Single,0
700,51,18,8903,3,5,0,17,4,21.4,4.0,Operations,Mid,Bachelors,Female,Married,0
701,38,20,8551,5,2,16,8,2,18.2,9.7,Investment Banking,Junior,Other,Male,Divorced,0
702,26,18,16079,4,17,15,18,2,25.4,3.2,Risk,Senior,PhD,Female,Divorced,1
703,50,9,9049,4,6,8,16,3,8.9,9.1,Risk,Junior,Other,Non-binary,Divorced,0
704,25,2,4987,4,1,52,6,5,27.4,6.2,Treasury,Lead,PhD,Male,Divorced,0
705,31,13,7713,2,2,72,10,4,22.3,2.1,Compliance,Junior,Masters,Male,Divorced,1
706,38,25,2671,3,13,58,10,2,11.9,5.2,Finance,Mid,Other,Male,Divorced,0
707,31,18,7758,2,0,8,5,1,2.9,9.5,Audit,Mid,PhD,Non-binary,Divorced,0
708,38,4,5500,4,38,11,12,4,7.7,4.8,Audit,Lead,Bachelors,Female,Married,1
709,41,28,10746,3,1,40,17,7,28.7,8.8,Investment Banking,Mid,Masters,Non-binary,Married,0
710,45,4,6351,4,12,14,14,8,9.3,3.3,Operations,Lead,PhD,Female,Divorced,1
711,26,19,7649,3,4,65,14,4,9.9,6.1,Treasury,Senior,Bachelors,Male,Single,0
712,55,16,6093,3,5,74,3,4,5.7,8.6,Compliance,Lead,Bachelors,Male,Divorced,0
713,27,20,13216,3,17,10,12,2,24.2,9.3,Treasury,Lead,PhD,Non-binary,Divorced,0
714,23,9,7036,5,4,7,18,3,8.3,5.4,Compliance,Lead,Other,Female,Divorced,0
715,34,4,13497,4,6,54,12,3,9.9,6.8,Risk,Mid,Bachelors,Male,Single,0
716,32,3,10442,3,0,5,2,2,12.4,1.0,Compliance,Senior,Masters,Non-binary,Married,1
717,44,5,9446,4,0,52,2,5,13.0,3.3,Risk,Junior,Bachelors,Non-binary,Single,0
718,37,25,9106,2,2,19,17,4,12.3,3.5,Risk,Senior,Other,Female,Single,1
719,52,3,9181,5,9,38,10,2,15.1,1.8,Finance,Mid,Masters,Female,Single,1
720,32,29,2500,4,1,71,18,5,24.4,3.5,Investment Banking,Senior,Masters,Female,Single,0
721,37,6,7163,3,0,33,19,2,24.6,3.9,Compliance,Senior,Masters,Male,Divorced,0
722,29,6,10535,4,4,56,1,3,23.9,9.7,Operations,Lead,PhD,Non-binary,Married,0
723,25,17,7853,2,8,18,4,4,3.0,7.0,Operations,Lead,Bachelors,Female,Single,0
724,61,2,3784,5,9,70,4,1,24.0,4.8,Compliance,Mid,Other,Non-binary,Married,0
725,25,0,7842,3,1,30,2,6,3.6,9.9,Investment Banking,Lead,PhD,Male,Divorced,0
726,46,23,13112,4,0,39,19,3,3.7,2.4,Finance,Mid,PhD,Male,Divorced,0
727,24,24,11740,3,22,13,12,1,28.4,5.3,Operations,Junior,Masters,Female,Married,0
728,53,3,7813,4,2,36,10,1,24.6,6.8,Treasury,Senior,PhD,Male,Divorced,0
729,24,5,10854,4,15,43,13,2,16.6,1.5,Operations,Junior,Bachelors,Non-binary,Married,0
730,48,8,6900,4,15,8,15,2,26.2,7.5,Finance,Junior,PhD,Non-binary,Single,0
731,50,21,2888,4,11,57,3,2,29.7,1.9,Risk,Senior,PhD,Male,Divorced,1
732,53,13,5226,5,1,19,13,6,18.3,2.3,Risk,Lead,Masters,Male,Divorced,0
733,40,27,12688,2,13,49,8,0,18.4,2.4,Risk,Junior,Masters,Male,Married,1
734,42,11,7178,3,11,19,7,4,22.6,9.4,Finance,Senior,PhD,Non-binary,Divorced,0
735,26,27,7269,3,7,35,8,4,7.0,7.1,Risk,Junior,Masters,Male,Single,0
736,39,24,7100,5,3,26,18,5,5.0,6.9,Investment Banking,Junior,Other,Female,Divorced,0
737,49,19,13712,3,2,71,9,4,22.8,6.0,Risk,Senior,Other,Female,Divorced,0
738,43,23,12877,4,1,31,6,3,10.3,3.6,Finance,Lead,Other,Non-binary,Divorced,0
739,42,24,14656,4,5,0,4,3,4.1,6.6,Treasury,Mid,PhD,Male,Married,0
740,27,3,7522,3,7,16,15,4,9.4,4.7,Operations,Senior,Bachelors,Male,Single,0
741,22,20,8886,3,3,8,5,3,10.8,2.3,Finance,Mid,Bachelors,Male,Single,0
742,26,29,3450,3,5,44,5,5,29.0,7.2,Finance,Senior,Masters,Female,Divorced,0
743,33,23,12430,3,3,65,7,2,20.9,2.2,Compliance,Senior,Bachelors,Female,Divorced,0
744,47,11,4496,3,8,31,9,5,15.9,2.7,Risk,Mid,Bachelors,Female,Married,1
745,55,9,8650,1,18,44,7,1,29.1,8.4,Audit,Mid,PhD,Female,Single,0
746,35,29,4708,5,1,8,9,1,27.1,6.9,Treasury,Lead,Masters,Female,Divorced,0
747,47,21,6233,5,3,29,10,3,15.4,6.7,Audit,Senior,Bachelors,Non-binary,Single,0
748,48,27,5488,3,1,37,4,3,27.2,4.8,Compliance,Senior,Other,Non-binary,Divorced,1
749,30,6,6176,3,7,59,6,3,12.1,4.6,Treasury,Senior,Masters,Male,Divorced,0
750,47,2,6382,1,10,0,14,3,6.9,7.2,Risk,Lead,Masters,Male,Married,0
751,43,22,6355,4,21,4,9,1,7.0,7.7,Audit,Mid,Masters,Female,Single,0
752,51,27,10500,4,2,62,1,4,19.9,5.6,Risk,Senior,Other,Male,Single,0
753,38,13,4685,2,23,35,17,7,15.0,9.7,Risk,Mid,Bachelors,Non-binary,Divorced,1
754,47,23,8661,3,0,64,13,2,19.8,9.6,Operations,Lead,Other,Non-binary,Divorced,0
755,57,9,11653,4,7,77,7,1,20.6,4.7,Treasury,Junior,Masters,Male,Married,0
756,22,15,6460,4,0,72,9,4,0.7,8.4,Treasury,Mid,Masters,Female,Divorced,0
757,29,15,5846,1,17,23,11,5,1.6,5.9,Compliance,Lead,PhD,Non-binary,Single,0
758,56,21,7308,4,6,3,3,1,16.0,5.6,Finance,Junior,PhD,Male,Married,0
759,36,9,11539,3,8,77,12,3,5.7,1.5,Risk,Senior,PhD,Female,Single,0
760,43,24,8582,3,14,67,3,4,19.0,6.2,Risk,Senior,PhD,Male,Married,0
761,35,12,6406,4,1,24,15,1,16.6,9.1,Audit,Mid,Masters,Female,Single,0
762,47,5,9451,4,0,73,10,7,17.6,8.0,Compliance,Junior,Other,Female,Divorced,0
763,49,11,4693,3,16,6,1,2,9.1,8.1,Treasury,Lead,PhD,Non-binary,Single,0
764,44,8,10044,5,3,12,14,4,19.2,2.4,Operations,Senior,Other,Non-binary,Single,0
765,35,12,9225,3,1,67,6,1,24.9,4.2,Treasury,Senior,PhD,Male,Married,1
766,45,3,7076,4,5,42,2,2,29.9,3.1,Operations,Junior,Bachelors,Male,Single,1
767,23,23,5484,3,7,56,8,4,25.2,3.8,Operations,Lead,PhD,Female,Divorced,1
768,47,10,5339,5,0,35,1,4,16.7,6.2,Treasury,Senior,Other,Non-binary,Married,0
769,35,19,9604,5,2,13,4,3,5.8,4.3,Audit,Senior,PhD,Female,Married,0
770,28,17,11686,2,0,71,4,5,20.4,6.0,Risk,Mid,Bachelors,Female,Single,0
771,24,25,6088,5,4,26,5,1,28.1,4.9,Operations,Lead,Other,Female,Married,0
772,44,10,9375,4,18,36,9,5,6.4,3.6,Audit,Senior,Other,Female,Divorced,0
773,39,24,2500,4,32,70,13,3,7.7,1.9,Compliance,Junior,Other,Female,Single,1
774,59,20,6246,3,8,75,18,1,4.5,9.0,Compliance,Senior,Masters,Female,Divorced,0
775,56,3,7906,4,1,24,17,8,22.1,1.1,Operations,Lead,Other,Male,Single,1
776,36,17,5270,5,18,66,1,2,12.2,1.0,Risk,Mid,Masters,Non-binary,Single,1
777,46,0,5190,3,5,3,15,1,1.9,8.4,Operations,Senior,Bachelors,Non-binary,Married,0
778,58,26,5996,5,1,78,2,4,26.2,10.0,Compliance,Junior,Other,Female,Married,0
779,49,6,8876,1,20,73,16,2,16.7,7.5,Investment Banking,Senior,Other,Female,Married,0
780,31,5,7438,2,11,15,5,5,9.9,1.1,Compliance,Junior,Other,Female,Single,1
781,60,14,2500,4,10,18,19,2,10.3,3.0,Treasury,Lead,Bachelors,Non-binary,Married,0
782,38,17,2500,4,9,28,5,2,8.7,9.7,Investment Banking,Mid,Masters,Non-binary,Divorced,0
783,60,23,6179,4,1,50,2,0,13.7,8.3,Risk,Lead,PhD,Female,Married,0
784,43,10,9373,1,1,17,7,4,10.1,6.1,Treasury,Senior,Bachelors,Non-binary,Divorced,0
785,47,19,2500,5,9,57,3,1,16.4,3.1,Investment Banking,Senior,Bachelors,Female,Married,0
786,46,23,6500,1,1,43,17,3,23.2,1.1,Audit,Mid,Bachelors,Female,Single,1
787,38,14,6421,2,4,15,3,4,20.2,1.2,Investment Banking,Junior,Masters,Female,Married,1
788,34,15,12165,1,12,64,13,6,8.8,6.5,Audit,Lead,Masters,Male,Divorced,0
789,41,6,6844,4,12,1,7,4,15.9,1.2,Audit,Junior,Masters,Non-binary,Divorced,0
790,46,20,9148,5,4,55,3,6,25.2,9.9,Investment Banking,Senior,Masters,Non-binary,Married,0
791,25,9,8423,4,12,78,15,4,2.0,2.7,Investment Banking,Junior,Masters,Non-binary,Divorced,1
792,31,25,2500,4,14,27,18,5,2.3,7.4,Finance,Lead,Other,Female,Single,0
793,24,11,10304,1,8,64,10,2,16.7,2.4,Investment Banking,Junior,PhD,Male,Married,1
794,39,23,8646,4,2,4,7,4,19.2,5.9,Audit,Senior,PhD,Female,Divorced,0
795,57,13,9524,3,2,21,9,4,6.3,1.7,Operations,Lead,Masters,Female,Married,0
796,43,24,19778,3,3,12,5,1,22.4,7.9,Treasury,Junior,Masters,Female,Married,0
797,55,4,2500,2,0,64,8,2,19.4,6.3,Audit,Junior,Other,Male,Married,0
798,29,25,13174,4,2,15,14,4,27.7,1.8,Risk,Lead,Masters,Female,Married,0
799,61,20,7137,4,1,63,4,2,5.1,8.6,Investment Banking,Senior,Other,Female,Married,0
800,40,17,8861,4,4,31,14,5,22.5,5.9,Audit,Lead,Other,Male,Single,0
801,58,4,7863,3,19,79,12,1,2.5,9.3,Operations,Senior,Bachelors,Female,Married,0
802,27,2,6727,2,0,50,2,6,17.0,9.2,Investment Banking,Junior,Bachelors,Female,Single,0
803,47,22,6290,4,10,78,13,4,16.6,9.3,Operations,Lead,Masters,Non-binary,Married,0
804,55,25,8988,3,9,57,1,0,11.7,1.7,Operations,Senior,Other,Male,Divorced,1
805,27,4,3448,5,0,45,7,5,25.3,2.1,Operations,Lead,Masters,Non-binary,Married,1
806,58,23,10251,4,20,51,9,4,0.1,9.9,Operations,Junior,Bachelors,Female,Married,0
807,54,16,6751,3,6,62,17,5,15.6,5.4,Risk,Lead,Bachelors,Male,Divorced,0
808,43,18,4609,5,3,75,13,1,6.5,3.1,Finance,Junior,Bachelors,Male,Single,0
809,42,18,6649,4,11,59,10,1,22.3,7.9,Compliance,Junior,Bachelors,Female,Single,0
810,27,24,11771,2,2,64,16,2,1.3,3.4,Finance,Junior,Bachelors,Non-binary,Single,1
811,27,20,6393,4,9,54,6,0,24.9,7.5,Compliance,Senior,Masters,Female,Single,0
812,25,11,9075,3,0,56,16,2,25.1,8.5,Treasury,Senior,Masters,Male,Divorced,0
813,51,24,5807,4,14,70,11,3,25.0,8.1,Investment Banking,Mid,Bachelors,Male,Single,0
814,32,28,10273,4,4,72,3,1,4.6,3.5,Operations,Senior,Masters,Female,Single,0
815,51,8,10056,5,8,25,9,4,18.9,4.6,Treasury,Mid,Bachelors,Female,Single,0
816,52,0,13545,4,2,11,15,3,0.4,4.7,Treasury,Lead,Bachelors,Female,Single,1
817,45,17,7473,3,9,70,13,3,25.4,5.4,Investment Banking,Junior,Bachelors,Female,Single,0
818,30,20,10005,4,11,45,10,5,21.7,2.5,Compliance,Senior,Masters,Non-binary,Married,1
819,24,3,8294,2,5,46,13,3,15.9,5.1,Risk,Junior,Masters,Non-binary,Married,0
820,52,9,11887,4,7,78,17,6,21.9,5.6,Operations,Mid,Other,Non-binary,Single,0
821,61,24,5843,4,4,37,7,1,2.8,5.8,Audit,Senior,Masters,Non-binary,Divorced,0
822,58,6,10235,2,17,20,6,0,15.9,8.4,Investment Banking,Senior,Masters,Male,Divorced,0
823,57,21,7415,3,5,13,13,3,8.7,5.7,Investment Banking,Senior,PhD,Male,Married,0
824,45,22,7807,5,14,1,17,4,29.2,3.1,Treasury,Senior,Bachelors,Non-binary,Divorced,0
825,52,0,8275,5,12,71,15,0,25.7,7.0,Finance,Junior,Bachelors,Female,Married,0
826,27,16,8756,2,4,69,4,1,22.0,8.2,Operations,Senior,Masters,Male,Single,0
827,23,23,7651,2,2,32,15,1,28.0,3.9,Risk,Mid,Masters,Female,Single,1
828,41,28,8644,3,4,5,14,1,10.4,6.8,Operations,Senior,Other,Non-binary,Divorced,0
829,49,28,12734,5,13,36,11,4,27.0,2.3,Audit,Mid,PhD,Male,Divorced,0
830,32,1,10956,2,2,13,4,1,9.8,4.1,Audit,Mid,Bachelors,Male,Divorced,1
831,25,27,10607,4,5,36,3,5,22.0,9.2,Treasury,Junior,Bachelors,Male,Single,0
832,36,25,6633,2,13,7,2,3,22.1,9.2,Finance,Senior,Masters,Male,Single,0
833,27,10,5332,4,3,76,10,3,0.6,6.2,Treasury,Mid,Masters,Non-binary,Divorced,0
834,51,8,10865,3,8,12,13,4,10.8,7.3,Risk,Senior,PhD,Male,Divorced,0
835,59,6,10628,4,2,39,18,2,0.6,8.7,Compliance,Junior,Bachelors,Non-binary,Divorced,0
836,23,21,12418,3,0,57,16,3,29.9,9.6,Audit,Junior,PhD,Male,Divorced,0
837,36,16,6188,4,12,17,11,2,3.7,5.4,Finance,Senior,Bachelors,Non-binary,Married,0
